row,E_F,p_f_source,p_f_python,p_f_difference,p_t_source,p_t_python,p_t_difference,n_f_source,n_f_python,n_f_difference,n_t_source,n_t_python,n_t_difference
1.723000000000000000e+03,-3.857999999999999652e+00,3.836877871914711748e-05,3.933350327120896568e-05,9.647245520618481958e-07,-4.317041223446245600e+16,-4.331226472999632000e+16,-1.418524955338640000e+14,1.793681835915249800e+16,1.807602987055705600e+16,1.392115114045580000e+14,4.317397333206630400e+16,4.331086252972441600e+16,1.368891976581120000e+14
1.724000000000000000e+03,-3.854999999999999538e+00,3.415021451279680445e-05,3.501033711594642389e-05,8.601226031496194443e-07,-4.537933109466444000e+16,-4.554427333438160000e+16,-1.649422397171600000e+14,2.015254733382374000e+16,2.030810436261035200e+16,1.555570287866120000e+14,4.539003901784883200e+16,4.554287113410969600e+16,1.528321162608640000e+14
1.725000000000000000e+03,-3.852000000000000313e+00,3.039547231374483972e-05,3.116233244012752053e-05,7.668601263826808098e-07,-4.787632200134373600e+16,-4.805225935733865600e+16,-1.759373559949200000e+14,2.264198454271234800e+16,2.281580113261476000e+16,1.738165899024120000e+14,4.787933334313369600e+16,4.805085715706675200e+16,1.715238139330560000e+14
1.726000000000000000e+03,-3.849000000000000199e+00,2.705355589580349317e-05,2.773726399414420482e-05,6.837080983407116527e-07,-5.067018104752255200e+16,-5.086920814770076800e+16,-1.990271001782160000e+14,2.543894106923818800e+16,2.563315472560511200e+16,1.942136563669240000e+14,5.067649092419584000e+16,5.086780594742886400e+16,1.913150232330240000e+14
1.727000000000000000e+03,-3.846000000000000085e+00,2.407907595752021917e-05,2.468864663320754542e-05,6.095706756873262467e-07,-5.381698332621746400e+16,-5.403470212406787200e+16,-2.177187978504080000e+14,2.858140466821806800e+16,2.879840235939866800e+16,2.169976911806000000e+14,5.381889515637964800e+16,5.403329992379596800e+16,2.144047674163200000e+14
1.728000000000000000e+03,-3.842999999999999972e+00,2.143163365293377888e-05,2.197510441938584969e-05,5.434707664520708093e-07,-5.735081369788952800e+16,-5.759052272829545600e+16,-2.397090304059280000e+14,3.211205570862472800e+16,3.235450288138785600e+16,2.424471727631280000e+14,5.734942699316838400e+16,5.758912052802355200e+16,2.396935348551680000e+14
1.729000000000000000e+03,-3.839999999999999858e+00,1.907527190179048393e-05,1.955980906597683277e-05,4.845371641863488422e-07,-6.131565262764978400e+16,-6.158614798363344000e+16,-2.704953559836560000e+14,3.607884685057220800e+16,3.634971980743947200e+16,2.708729568672640000e+14,6.131591519037030400e+16,6.158474578336153600e+16,2.688305929912320000e+14
1.730000000000000000e+03,-3.836999999999999744e+00,1.697798702701450329e-05,1.740998010275493187e-05,4.319930757404285865e-07,-6.576317716200370400e+16,-6.607435444821507200e+16,-3.111772862113680000e+14,4.053565432959413600e+16,4.083827635592678400e+16,3.026220263326480000e+14,6.577278557356032000e+16,6.607295224794316800e+16,3.001666743828480000e+14
1.731000000000000000e+03,-3.833999999999999631e+00,1.511129408658215515e-05,1.549643997832067857e-05,3.851458917385234225e-07,-7.077914920791781600e+16,-7.111671477319580800e+16,-3.375655652779920000e+14,4.554300969383652000e+16,4.588109136703572000e+16,3.380816731992000000e+14,7.078051128226611200e+16,7.111586232873779200e+16,3.353510464716800000e+14
1.732000000000000000e+03,-3.830999999999999517e+00,1.344983999621580810e-05,1.379321806138629838e-05,3.433780651704902790e-07,-7.640315118399204800e+16,-7.678249819112553600e+16,-3.793470071334880000e+14,5.116892193248500800e+16,5.154660609526435200e+16,3.776841627793440000e+14,7.640616252578201600e+16,7.678164574666752000e+16,3.754832208855040000e+14
1.733000000000000000e+03,-3.828000000000000291e+00,1.197105918840081452e-05,1.227719816648989365e-05,3.061389780890791320e-07,-8.272094499719294400e+16,-8.314757100432080000e+16,-4.266260071278560000e+14,5.748980116142166400e+16,5.791171309636603200e+16,4.219119349443680000e+14,8.272725487386624000e+16,8.314671855986278400e+16,4.194636859965440000e+14
1.734000000000000000e+03,-3.825000000000000178e+00,1.065486713094845776e-05,1.092780482034289664e-05,2.729376893944388801e-07,-8.982598913588145600e+16,-9.029879463137590400e+16,-4.728054954944480000e+14,6.459149641143848000e+16,6.506279981562898400e+16,4.713034041905040000e+14,8.982900047767142400e+16,9.029794218691788800e+16,4.689417092464640000e+14
1.735000000000000000e+03,-3.822000000000000064e+00,9.483387542529682349e-06,9.726724010813232987e-06,2.433364682835506380e-07,-9.780514501865188800e+16,-9.833292609553513600e+16,-5.277810768832480000e+14,7.257046161405289600e+16,7.309692104107374400e+16,5.264594270208480000e+14,9.780760660462796800e+16,9.833207365107712000e+16,5.244670464491520000e+14
1.736000000000000000e+03,-3.818999999999999950e+00,8.440709600270858711e-06,8.657654628531512623e-06,2.169450282606539122e-07,-1.067683638082818400e+17,-1.073588170479483200e+17,-5.904532396664800000e+14,8.153506562112648000e+16,8.212311613417390400e+16,5.880505130474240000e+14,1.067724746616995840e+17,1.073579646034903040e+17,5.854899417907200000e+14
1.737000000000000000e+03,-3.815999999999999837e+00,7.512671841849034386e-06,7.706087227683792909e-06,1.934153858347585221e-07,-1.168365917838266720e+17,-1.175007123025541440e+17,-6.641205187274720000e+14,9.160706405072710400e+16,9.226388891556409600e+16,6.568248648369920000e+14,1.168445509279416320e+17,1.174987603464683520e+17,6.542094185267200000e+14
1.738000000000000000e+03,-3.812999999999999723e+00,6.686669827084234669e-06,6.859107103322256372e-06,1.724372762380217038e-07,-1.281615615499194720e+17,-1.288927522779412800e+17,-7.311907280218080000e+14,1.029232529495668800e+17,1.036568702907945760e+17,7.336173412276960000e+14,1.281607246010122240e+17,1.288918998334832640e+17,7.311752324710400000e+14
1.739000000000000000e+03,-3.809999999999999609e+00,5.951484946723594758e-06,6.105219012552856229e-06,1.537340658292614710e-07,-1.408763140135211360e+17,-1.416932666485094720e+17,-8.169526349883360000e+14,1.156373267317461760e+17,1.164566861813304480e+17,8.193594495842720000e+14,1.408743775529861120e+17,1.416913146924236800e+17,8.169371394375680000e+14
1.740000000000000000e+03,-3.806999999999999496e+00,5.297132053329258418e-06,5.434191160709986097e-06,1.370591073807276788e-07,-1.551578705467036160e+17,-1.560737792281917760e+17,-9.159086814881600000e+14,1.299219656279728160e+17,1.308370561124011840e+17,9.150904844283680000e+14,1.551592326210519040e+17,1.560718272721059840e+17,9.125946510540800000e+14
1.741000000000000000e+03,-3.804000000000000270e+00,4.714723844820550921e-06,4.836916335093377630e-06,1.221924902728267089e-07,-1.712096408006054400e+17,-1.722300030867323200e+17,-1.020362286126880000e+15,1.459711809965924160e+17,1.469931509397801920e+17,1.021969943187776000e+15,1.712082540958842880e+17,1.722280511306465280e+17,1.019797034762240000e+15
1.742000000000000000e+03,-3.801000000000000156e+00,4.196350158752165260e-06,4.305288301568624134e-06,1.089381428164588742e-07,-1.892372334496207360e+17,-1.903807410380585280e+17,-1.143507588437792000e+15,1.640029503499905280e+17,1.651442417146450240e+17,1.141291364654496000e+15,1.892402447914106880e+17,1.903793388377866240e+17,1.139094046375936000e+15
1.743000000000000000e+03,-3.798000000000000043e+00,3.734970537925449969e-06,3.832091786484417903e-06,9.712124855896793379e-08,-2.094979342146490880e+17,-2.107722836867922240e+17,-1.274349472143136000e+15,1.842621778847850560e+17,1.855366756368944960e+17,1.274497752109440000e+15,2.094992962889973760e+17,2.107714312423342080e+17,1.272134953336832000e+15
1.744000000000000000e+03,-3.794999999999999929e+00,3.324318608178139325e-06,3.410904550733782542e-06,8.658594255564321733e-08,-2.322578249096122880e+17,-2.336839069863885120e+17,-1.426082076776224000e+15,2.070240207251476480e+17,2.084472194867166720e+17,1.423198761569024000e+15,2.322613860072161280e+17,2.336819550303027200e+17,1.420569023086592000e+15
1.745000000000000000e+03,-3.791999999999999815e+00,2.958816969629336147e-06,3.036010226907892118e-06,7.719325727855597068e-08,-2.578302663484264960e+17,-2.594234741926246720e+17,-1.593207844198176000e+15,2.325976260556379200e+17,2.341868159114483520e+17,1.589189855810432000e+15,2.578349269576581120e+17,2.594215222365388800e+17,1.586595278880768000e+15
1.746000000000000000e+03,-3.788999999999999702e+00,2.633501445447918981e-06,2.702320736564263905e-06,6.881929111634492430e-08,-2.865660027403522560e+17,-2.883406300031334400e+17,-1.774627262781184000e+15,2.613303299005363840e+17,2.631048035481400640e+17,1.774473647603680000e+15,2.865673648147005440e+17,2.883397775586754560e+17,1.772412743974912000e+15
1.747000000000000000e+03,-3.785999999999999588e+00,2.343953659304951826e-06,2.405307234654046080e-06,6.135357534909425457e-08,-3.188476641318556160e+17,-3.208300990922864640e+17,-1.982434960430848000e+15,2.936123745766551040e+17,2.955936582573824000e+17,1.981283680727296000e+15,3.188495759620177920e+17,3.208286968920145920e+17,1.979120929996800000e+15
1.748000000000000000e+03,-3.782999999999999474e+00,2.086241025789379317e-06,2.140938643883847758e-06,5.469761809446844160e-08,-3.551150551740469760e+17,-3.573305865995663360e+17,-2.215531425519360000e+15,3.298822088911048960e+17,3.320943198164724480e+17,2.212110925367552000e+15,3.551197157832785920e+17,3.573291843992944640e+17,2.209468616015872000e+15
1.749000000000000000e+03,-3.780000000000000249e+00,1.856863338747633794e-06,1.905626944798438168e-06,4.876360605080437368e-08,-3.958651551226810880e+17,-3.983379722691000320e+17,-2.472817146418944000e+15,3.706324430702123520e+17,3.731021763658320000e+17,2.469733295619648000e+15,3.958698157319127040e+17,3.983371198246420480e+17,2.467304092729344000e+15
1.750000000000000000e+03,-3.777000000000000135e+00,1.652705232119756479e-06,1.696178479059074751e-06,4.347324693931827269e-08,-4.416521178381570560e+17,-4.444097084961699840e+17,-2.757590658012928000e+15,4.164165392981553920e+17,4.191737878296913920e+17,2.757248531536000000e+15,4.416540296683192320e+17,4.444088560517120000e+17,2.754826383392768000e+15
1.751000000000000000e+03,-3.774000000000000021e+00,1.470993867603768331e-06,1.509750605004939261e-06,3.875673740117093030e-08,-4.930927693436572160e+17,-4.961703178853529600e+17,-3.077548541695744000e+15,4.678563287348306560e+17,4.709344395611288320e+17,3.078110826298176000e+15,4.930935816621916160e+17,4.961694654408949760e+17,3.075883778703360000e+15
1.752000000000000000e+03,-3.770999999999999908e+00,1.309261274469720878e-06,1.343813117224083617e-06,3.455184275436273845e-08,-5.508809014763082240e+17,-5.543234878784256000e+17,-3.442586402117376000e+15,5.256504571074075520e+17,5.290866287297641600e+17,3.436171622356608000e+15,5.508877611087953920e+17,5.543215359223398400e+17,3.433774813544448000e+15
1.753000000000000000e+03,-3.767999999999999794e+00,1.165310830029792892e-06,1.196113906520077504e-06,3.080307649028461234e-08,-6.158191577243865600e+17,-6.196564688008755200e+17,-3.837311076488960000e+15,5.905838735817448960e+17,5.944195986291239680e+17,3.835725047379072000e+15,6.158210695545487360e+17,6.196545168447897600e+17,3.833447290241024000e+15
1.754000000000000000e+03,-3.764999999999999680e+00,1.037187425508113481e-06,1.064648394209825035e-06,2.746096870171155429e-08,-6.887717542273241600e+17,-6.930565665363179520e+17,-4.284812308993792000e+15,6.635384917893523200e+17,6.678200503032540160e+17,4.281558513901696000e+15,6.887758650807418880e+17,6.930551643360460800e+17,4.279299255304192000e+15
1.755000000000000000e+03,-3.761999999999999567e+00,9.231509121086990274e-07,9.476323259138804559e-07,2.448141380518142845e-08,-7.707392465663971840e+17,-7.755199386195179520e+17,-4.780692053120768000e+15,7.455051678055009280e+17,7.502841768705829120e+17,4.779009065081984000e+15,7.707422579081871360e+17,7.755190861750599680e+17,4.776828266872832000e+15
1.756000000000000000e+03,-3.758999999999999453e+00,8.216524666307371028e-07,8.434775555956630604e-07,2.182508896492595761e-08,-8.628376390437982720e+17,-8.681680869108070400e+17,-5.330447867008768000e+15,8.375971577605024000e+17,8.429311838745909760e+17,5.334026114088576000e+15,8.628346030716354560e+17,8.681661349547212800e+17,5.331531883085824000e+15
1.757000000000000000e+03,-3.756000000000000227e+00,7.313135556333384264e-07,7.507704911897607645e-07,1.945693555642233807e-08,-9.663038822407754240e+17,-9.722544546658498560e+17,-5.950572425074432000e+15,9.410652378621313280e+17,9.470184791590392320e+17,5.953241296907904000e+15,9.663024955360542720e+17,9.722536022213918720e+17,5.951106685337600000e+15
1.758000000000000000e+03,-3.753000000000000114e+00,6.509072124448860507e-07,6.682529092825024112e-07,1.734569683761636054e-08,-1.082555246645531904e+18,-1.089195212861221888e+18,-6.639966215689984000e+15,1.057314692185501312e+18,1.063958738424344576e+18,6.644046238843264000e+15,1.082552210673369088e+18,1.089193810660950016e+18,6.641599987580928000e+15
1.759000000000000000e+03,-3.750000000000000000e+00,5.793413727246592905e-07,5.948048784613961235e-07,1.546350573673683301e-08,-1.213158536327648512e+18,-1.220574757752548352e+18,-7.416221424899840000e+15,1.187924398954076672e+18,1.195339078077553920e+18,7.414679123477248000e+15,1.213161547669438464e+18,1.220573905308090368e+18,7.412357638651904000e+15
1.760000000000000000e+03,-3.746999999999999886e+00,5.156440422434466675e-07,5.294295595680094270e-07,1.378551732456275952e-08,-1.359910353286911232e+18,-1.368178696223337472e+18,-8.268342936426240000e+15,1.334668274536499712e+18,1.342942595589338624e+18,8.274321052838912000e+15,1.359905668047306752e+18,1.368177294023065600e+18,8.271625975758848000e+15
1.761000000000000000e+03,-3.743999999999999773e+00,4.589500954345410747e-07,4.712396765632246775e-07,1.228958112868360279e-08,-1.524773325778900224e+18,-1.534009238947769344e+18,-9.235913168869120000e+15,1.499539366405490944e+18,1.508772569701802240e+18,9.233203296311296000e+15,1.524776886876504064e+18,1.534007286991683584e+18,9.230400115179520000e+15
1.762000000000000000e+03,-3.740999999999999659e+00,4.084895254155362035e-07,4.194454743868266662e-07,1.095594897129046272e-08,-1.710006950198695168e+18,-1.720315986716273664e+18,-1.030903651757849600e+16,1.684776922282246400e+18,1.695079648930508800e+18,1.030272664826240000e+16,1.710014359586996224e+18,1.720314584516001792e+18,1.030022492900556800e+16
1.763000000000000000e+03,-3.737999999999999545e+00,3.635769858947757465e-07,3.733440003751159368e-07,9.767014480340190295e-09,-1.918134605732041984e+18,-1.929628915784363008e+18,-1.149431005232102400e+16,1.892896803111034368e+18,1.904392397360459008e+18,1.149559424942464000e+16,1.918134318538948608e+18,1.929627513584091136e+18,1.149319504514252800e+16
1.764000000000000000e+03,-3.735000000000000320e+00,3.236024829225704617e-07,3.323095637635917238e-07,8.707080841021262107e-09,-2.151962246053025024e+18,-2.164788064686582784e+18,-1.282581863355776000e+16,2.126725652923066112e+18,2.139551612300045568e+18,1.282595937697945600e+16,2.151963058371559424e+18,2.164786662486310912e+18,1.282360411475148800e+16
1.765000000000000000e+03,-3.732000000000000206e+00,2.880230900642306076e-07,2.957852437906899362e-07,7.762153726459328652e-09,-2.414674056835683328e+18,-2.428985315678366720e+18,-1.431125884268339200e+16,2.389439289672950784e+18,2.403748879548161536e+18,1.430958987521075200e+16,2.414676518421659648e+18,2.428983913478094848e+18,1.430739505643520000e+16
1.766000000000000000e+03,-3.729000000000000092e+00,2.563555744718979228e-07,2.632753311504400027e-07,6.919756678542079895e-09,-2.709835754288894976e+18,-2.725806176177892352e+18,-1.597042188899737600e+16,2.684605838458063360e+18,2.700569889539692032e+18,1.596405108162867200e+16,2.709843163677196288e+18,2.725804773977620480e+18,1.596161030042419200e+16
1.767000000000000000e+03,-3.725999999999999979e+00,2.281698337038224803e-07,2.343386002089518278e-07,6.168766505129347505e-09,-3.041469351947064320e+18,-3.059279256789330944e+18,-1.780990484226662400e+16,3.016234192939477504e+18,3.034043102250011648e+18,1.780890931053414400e+16,3.041471263777226752e+18,3.059277854589059072e+18,1.780659081183232000e+16
1.768000000000000000e+03,-3.722999999999999865e+00,2.030830541511675383e-07,2.085823206752014917e-07,5.499266524033953447e-09,-3.414066354809656320e+18,-3.433931246884236288e+18,-1.986489207457996800e+16,3.388828463147482112e+18,3.408694421327872512e+18,1.986595818039040000e+16,3.414065517860749312e+18,3.433929294928150528e+18,1.986377706740121600e+16
1.769000000000000000e+03,-3.719999999999999751e+00,1.807545117331390237e-07,1.856569274522389698e-07,4.902415719099946092e-09,-3.832676819783046144e+18,-3.854845188717816832e+18,-2.216836893477068800e+16,3.807449149157719552e+18,3.829608619482004992e+18,2.215947032428544000e+16,3.832686428194603008e+18,3.854843236761731072e+18,2.215680856712806400e+16
1.770000000000000000e+03,-3.716999999999999638e+00,1.608809442444446875e-07,1.652512763278690604e-07,4.370332083424372954e-09,-4.303021505866552320e+18,-4.327734144707996672e+18,-2.471263884144435200e+16,4.277781871469806080e+18,4.302498348770758144e+18,2.471647730095206400e+16,4.303019019650203648e+18,4.327733292263538688e+18,2.471427261333504000e+16
1.771000000000000000e+03,-3.713999999999999524e+00,1.431924325031321789e-07,1.470884211148804500e-07,3.895988611748271161e-09,-4.831448993198953472e+18,-4.859018163249359872e+18,-2.756917005040640000e+16,4.806214591549476864e+18,4.833781672382032896e+18,2.756708083255603200e+16,4.831452004540743680e+18,4.859016761049088000e+18,2.756475650834432000e+16
1.772000000000000000e+03,-3.711000000000000298e+00,1.274487343573138937e-07,1.309218549280302734e-07,3.473120570716379720e-09,-5.425164381477065728e+18,-5.455905642573605888e+18,-3.074126109654016000e+16,5.399924371301026816e+18,5.430669170138540032e+18,3.074479883751321600e+16,5.425161895260717056e+18,5.455904240373334016e+18,3.074234511261696000e+16
1.773000000000000000e+03,-3.708000000000000185e+00,1.134360217599198645e-07,1.165321645842427358e-07,3.096142824322871287e-09,-6.092208399234814976e+18,-6.126497784354188288e+18,-3.428938511937331200e+16,6.066974849785619456e+18,6.101261799892118528e+18,3.428695010649907200e+16,6.092211960332419072e+18,6.126496931909730304e+18,3.428497157731123200e+16
1.774000000000000000e+03,-3.705000000000000071e+00,1.009639765950220726e-07,1.037240527194945872e-07,2.760076124472514628e-09,-6.841656415447864320e+18,-6.879897445357464576e+18,-3.824102990960025600e+16,6.816425761051071488e+18,6.854660842936833024e+18,3.823508188576153600e+16,6.841663275080351744e+18,6.879895493401378816e+18,3.823221832102707200e+16
1.775000000000000000e+03,-3.701999999999999957e+00,8.986320581177061285e-08,9.232368720636687496e-08,2.460481394596262114e-09,-7.683686609254536192e+18,-7.726327884698496000e+18,-4.264127544395980800e+16,7.658455980467214336e+18,7.701091425569517568e+18,4.263544510230323200e+16,7.683693468887023616e+18,7.726326482498224128e+18,4.263301361120051200e+16
1.776000000000000000e+03,-3.698999999999999844e+00,7.998294075876152921e-08,8.217634189853705060e-08,2.193401139775521386e-09,-8.629741598165095424e+18,-8.677277899375913984e+18,-4.753630121081856000e+16,8.604501770687436800e+18,8.652041293161093120e+18,4.753952247365632000e+16,8.629739111948746752e+18,8.677275947419828224e+18,4.753683547108147200e+16
1.777000000000000000e+03,-3.695999999999999730e+00,7.118898947161328362e-08,7.314429668228800174e-08,1.955307210674718118e-09,-9.692655981410572288e+18,-9.745653556876554240e+18,-5.299757546598195200e+16,9.667412104776695808e+18,9.720416720094087168e+18,5.300461531739136000e+16,9.692649646903525376e+18,9.745651604920467456e+18,5.300195801694208000e+16
1.778000000000000000e+03,-3.692999999999999616e+00,6.336191410209331879e-08,6.510496833446676437e-08,1.743054232373445583e-09,-1.088686084910552474e+19,-1.094595411703589683e+19,-5.909326793037209600e+16,1.086162317596137677e+19,1.092071767146508902e+19,5.909449550371225600e+16,1.088686056191243059e+19,1.094595271483562394e+19,5.909215292319334400e+16
1.779000000000000000e+03,-3.689999999999999503e+00,5.639540873496929796e-08,5.794924681883386780e-08,1.553838083864569842e-09,-1.222859158994569421e+19,-1.229447104364269978e+19,-6.587945369700556800e+16,1.220335446401519821e+19,1.226923459370607616e+19,6.588012969087795200e+16,1.222859185250841395e+19,1.229446964144242688e+19,6.587778893401292800e+16
1.780000000000000000e+03,-3.687000000000000277e+00,5.019485556038745282e-08,5.158001444096324846e-08,1.385158880575795644e-09,-1.373606931062658458e+19,-1.380950570774129459e+19,-7.343639711471001600e+16,1.371082902103579034e+19,1.378426950478828544e+19,7.344048375249510400e+16,1.373606627465442099e+19,1.380950430554102170e+19,7.343803088660070400e+16
1.781000000000000000e+03,-3.684000000000000163e+00,4.467603979197449379e-08,4.591082776360092432e-08,1.234787971626430528e-09,-1.542976032058761830e+19,-1.551162007628272026e+19,-8.185975569510195200e+16,1.540452096826151322e+19,1.548638438442152346e+19,8.186341616001024000e+16,1.542975838412708250e+19,1.551161922383826125e+19,8.186083971117875200e+16
1.782000000000000000e+03,-3.681000000000000050e+00,3.976400587691394974e-08,4.086474439342296145e-08,1.100738516509011703e-09,-1.733267739819814707e+19,-1.742391708758980608e+19,-9.123968939165900800e+16,1.730743356509300122e+19,1.739868023510779494e+19,9.124667001479372800e+16,1.733267106369110016e+19,1.742391513563371930e+19,9.124407194261913600e+16
1.783000000000000000e+03,-3.677999999999999936e+00,3.539203946324901511e-08,3.637327871626281953e-08,9.812392530138044208e-10,-1.947064477305974374e+19,-1.957234741510132122e+19,-1.017026420415774720e+17,1.944541162663295386e+19,1.954711060111218278e+19,1.016989744792289280e+17,1.947064888391316275e+19,1.957234546314523443e+19,1.016965792320716800e+17
1.784000000000000000e+03,-3.674999999999999822e+00,3.150076129767912673e-08,3.237547240804159392e-08,8.747111103624671880e-10,-2.187273133358755430e+19,-2.198607010718588518e+19,-1.133387735983308800e+17,2.184749253247673549e+19,2.196083379996509798e+19,1.133412674883624960e+17,2.187272994688283443e+19,2.198606870498561229e+19,1.133387581027778560e+17
1.785000000000000000e+03,-3.671999999999999709e+00,2.803732074733240575e-08,2.881706710633198730e-08,7.797463589995815441e-10,-2.457152990296374067e+19,-2.469784511279308390e+19,-1.263152098293432320e+17,2.454630059350278963e+19,2.467260864640385843e+19,1.263080529010688000e+17,2.457153786210785690e+19,2.469784371059281101e+19,1.263058484849541120e+17
1.786000000000000000e+03,-3.668999999999999595e+00,2.495467799207483620e-08,2.564976801402829519e-08,6.950900219534589934e-10,-2.760372568664904909e+19,-2.774447528512783565e+19,-1.407495984787865600e+17,2.757849013213886874e+19,2.771923903878384435e+19,1.407489066449756160e+17,2.760372759847921254e+19,2.774447388292756275e+19,1.407462844483502080e+17
1.787000000000000000e+03,-3.665999999999999481e+00,2.221096513822186870e-08,2.283058844072670953e-08,6.196233025048408210e-10,-3.101048000194090189e+19,-3.116730995797591245e+19,-1.568299560350105600e+17,3.098524329300185498e+19,3.114207344095733350e+19,1.568301479554785280e+17,3.101048081425943757e+19,3.116730855577563955e+19,1.568277415162019840e+17
1.788000000000000000e+03,-3.663000000000000256e+00,1.976891757641506580e-08,2.032126638591002978e-08,5.523488094949639810e-10,-3.483806029813611315e+19,-3.501280239809922253e+19,-1.747420999631093760e+17,3.481282934390196224e+19,3.498756603741182771e+19,1.747366935098654720e+17,3.483806660801278771e+19,3.501280099589894963e+19,1.747343878861619200e+17
1.789000000000000000e+03,-3.660000000000000142e+00,1.759536786047018620e-08,1.808774524577944850e-08,4.923773853092622998e-10,-3.913847237571686400e+19,-3.933314312393340518e+19,-1.946707482165411840e+17,3.911323306204239462e+19,3.930790717618793677e+19,1.946741141455421440e+17,3.913847043925632614e+19,3.933314227148895027e+19,1.946718322326241280e+17
1.790000000000000000e+03,-3.657000000000000028e+00,1.566079523315053490e-08,1.609971159588072587e-08,4.389163627301909731e-10,-4.397009700358316851e+19,-4.418696799107613491e+19,-2.168709874929664000e+17,4.394486073815594598e+19,4.416173165405357670e+19,2.168709158976307200e+17,4.397009781590170010e+19,4.418696658887586611e+19,2.168687729741660160e+17
1.791000000000000000e+03,-3.653999999999999915e+00,1.393892468060721286e-08,1.433018377627899679e-08,3.912590956717839318e-10,-4.939857502591325798e+19,-4.964015094017072333e+19,-2.415759142574653440e+17,4.937333338501904794e+19,4.961491445443143270e+19,2.415810694123847680e+17,4.939857089042946458e+19,4.964014953797045453e+19,2.415786475409899520e+17
1.792000000000000000e+03,-3.650999999999999801e+00,1.240637006991591682e-08,1.275514569555840657e-08,3.487756256424897523e-10,-5.549760670711695770e+19,-5.576670119839440077e+19,-2.690944912774430720e+17,5.547237792055264051e+19,5.574146473482108109e+19,2.690868142684405760e+17,5.549761521601688371e+19,5.576669979619413197e+19,2.690845801772482560e+17
1.793000000000000000e+03,-3.647999999999999687e+00,1.104231652286974451e-08,1.135322088361713550e-08,3.109043607473909938e-10,-6.235006443760300032e+19,-6.264976603406284390e+19,-2.997015964598435840e+17,6.232482842560483328e+19,6.262453019313243750e+19,2.997017675276042240e+17,6.235006579967734579e+19,6.264976518161838899e+19,2.996993819410432000e+17
1.794000000000000000e+03,-3.644999999999999574e+00,9.828237712085945917e-09,1.010538236949220552e-08,2.771446574062596044e-10,-7.004898339375565210e+19,-7.038276105458352947e+19,-3.337776608278773760e+17,7.002375107052975718e+19,7.035752543940530176e+19,3.337743688755445760e+17,7.004898860412069478e+19,7.038276020213907456e+19,3.337715980183797760e+17
1.795000000000000000e+03,-3.641999999999999460e+00,8.747644239794432449e-09,8.994694446666035160e-09,2.470502068716027110e-10,-7.869894472356244685e+19,-7.907063574433931264e+19,-3.716910207768657920e+17,7.867370798306849587e+19,7.904539968113283891e+19,3.716916980643430400e+17,7.869894498612517274e+19,7.907063434213903565e+19,3.716893560138629120e+17
1.796000000000000000e+03,-3.639000000000000234e+00,7.785859681833819358e-09,8.006082821085075960e-09,2.202231392512566014e-10,-8.841740925421871104e+19,-8.883129733224636416e+19,-4.138880780276531200e+17,8.839217721552891085e+19,8.880606091957809971e+19,4.138837040491888640e+17,8.841741446458376192e+19,8.883129593004608717e+19,4.138814654623252480e+17
1.797000000000000000e+03,-3.636000000000000121e+00,6.929821255125720564e-09,7.126130022329959507e-09,1.963087672042389430e-10,-9.933638435175522304e+19,-9.979721168068426138e+19,-4.608273289290383360e+17,9.931114808737233306e+19,9.977197597665425818e+19,4.608278892819251200e+17,9.933638516407376282e+19,9.979721082823979827e+19,4.608256641660354560e+17
1.798000000000000000e+03,-3.633000000000000007e+00,6.167902401328828132e-09,6.342893301254892568e-09,1.749908999260644359e-10,-1.116041468557589709e+20,-1.121172042855422525e+20,-5.130574297832816640e+17,1.115789135587073065e+20,1.120919680557141033e+20,5.130544970067968000e+17,1.116041509666123940e+20,1.121172028833419756e+20,5.130519167295815680e+17
1.799000000000000000e+03,-3.629999999999999893e+00,5.489754877036541719e-09,5.645742542591136372e-09,1.559876655545946528e-10,-1.253873211563496407e+20,-1.259584723824980951e+20,-5.711512261484544000e+17,1.253620839630398423e+20,1.259332362174284923e+20,5.711522543886499840e+17,1.253873214189123666e+20,1.259584709802978181e+20,5.711495613854515200e+17
1.800000000000000000e+03,-3.626999999999999780e+00,4.886168205815594768e-09,5.025215992663369233e-09,1.390477868477744651e-10,-1.408730837149933076e+20,-1.415088598365759242e+20,-6.357761215826165760e+17,1.408478494300687237e+20,1.414836241596245115e+20,6.357747295557877760e+17,1.408730867263351030e+20,1.415088589841314611e+20,6.357722577963581440e+17
1.801000000000000000e+03,-3.623999999999999666e+00,4.348944583188938229e-09,4.472891844148778311e-09,1.239472609598400820e-10,-1.582717612104788869e+20,-1.589794047105877934e+20,-7.076435001089064960e+17,1.582465217018964214e+20,1.589541690684681748e+20,7.076473665717534720e+17,1.582717587242625270e+20,1.589794038581433467e+20,7.076451338808197120e+17
1.802000000000000000e+03,-3.620999999999999552e+00,3.870787535545236834e-09,3.981273935023250494e-09,1.104863994780136592e-10,-1.778196178008944804e+20,-1.786072012939008410e+20,-7.875834930063605760e+17,1.777943898342887260e+20,1.785819651030476718e+20,7.875752687589457920e+17,1.778196268595502121e+20,1.786071998917005804e+20,7.875730321503682560e+17
