row,E_F,p_f_source,p_f_python,p_f_difference,p_t_source,p_t_python,p_t_difference,n_f_source,n_f_python,n_f_difference,n_t_source,n_t_python,n_t_difference
7.500000000000000000e+02,-6.777000000000000135e+00,1.002114756661949982e+27,1.002344190888801694e+27,2.294342268517118137e+23,1.002114756673601507e+27,1.002344190900464214e+27,2.294342268627069300e+23,2.222583897498099045e-30,2.222637778763705927e-30,5.388126560688247246e-35,-1.002114756673610028e+27,-1.002344190900465038e+27,-2.294342268550103486e+23
7.510000000000000000e+02,-6.774000000000000021e+00,9.983524922663699141e+26,9.985810671903877539e+26,2.285749240178398651e+23,9.983524922780225383e+26,9.985810672020498614e+26,2.285749240273231529e+23,2.225717790981719824e-30,2.225778274601467938e-30,6.048361974811376398e-35,-9.983524922780294102e+26,-9.985810672020512358e+26,-2.285749240218255947e+23
7.520000000000000000e+02,-6.770999999999999908e+00,9.945949549984033926e+26,9.948226717018899820e+26,2.277167034865894503e+23,9.945949550100646754e+26,9.948226717135520895e+26,2.277167034874140840e+23,2.228868224281137218e-30,2.228936119225354139e-30,6.789494421692075383e-35,-9.945949550100633011e+26,-9.948226717135534639e+26,-2.277167034901628631e+23
7.530000000000000000e+02,-6.767999999999999794e+00,9.908421508217058291e+26,9.910690103883392787e+26,2.268595666334496158e+23,9.908421508333591405e+26,9.910690104000017985e+26,2.268595666426580257e+23,2.232037240554085447e-30,2.232113454907938958e-30,7.621435385351159063e-35,-9.908421508333671119e+26,-9.910690104000031729e+26,-2.268595666360609559e+23
7.540000000000000000e+02,-6.765000000000000568e+00,9.870940857225948067e+26,9.873200892374365501e+26,2.260035148417434282e+23,9.870940857342585635e+26,9.873200892490985202e+26,2.260035148399567218e+23,2.235227135348867895e-30,2.235312688455103083e-30,8.555310623518804002e-35,-9.870940857342560896e+26,-9.873200892490998946e+26,-2.260035148438050125e+23
7.550000000000000000e+02,-6.762000000000000455e+00,9.833507657102008508e+26,9.835759142596927585e+26,2.251485494919077361e+23,9.833507657218688681e+26,9.835759142713555532e+26,2.251485494866850559e+23,2.238440487782077156e-30,2.238536523871288223e-30,9.603608921106762868e-35,-9.833507657218603469e+26,-9.835759142713569276e+26,-2.251485494965806605e+23
7.560000000000000000e+02,-6.759000000000000341e+00,9.796121968165993700e+26,9.798364914885809293e+26,2.242946719815592575e+23,9.796121968282581790e+26,9.798364915002428994e+26,2.242946719847203534e+23,2.241680195567687571e-30,2.241787999058333815e-30,1.078034906462438060e-34,-9.796121968282606529e+26,-9.798364915002448235e+26,-2.242946719841705976e+23
7.570000000000000000e+02,-6.756000000000000227e+00,9.758783850969757210e+26,9.761018269806779884e+26,2.234418837022673962e+23,9.758783851086404399e+26,9.761018269923400959e+26,2.234418836996560561e+23,2.244949514373281753e-30,2.245070527045982274e-30,1.210126727005209324e-34,-9.758783851086363167e+26,-9.761018269923420201e+26,-2.234418837057033701e+23
7.580000000000000000e+02,-6.753000000000000114e+00,9.721493366297531636e+26,9.723719268158145707e+26,2.225901860614070359e+23,9.721493366414105982e+26,9.723719268274769531e+26,2.225901860663548382e+23,2.248252102037932189e-30,2.248387942313637888e-30,1.358402757056987521e-34,-9.721493366414152711e+26,-9.723719268274783274e+26,-2.225901860630563033e+23
7.590000000000000000e+02,-6.750000000000000000e+00,9.684250575167619110e+26,9.686467970972241409e+26,2.217395804622298913e+23,9.684250575284161845e+26,9.686467971088863859e+26,2.217395804702013506e+23,2.251592068252310638e-30,2.251744552832049129e-30,1.524845797384915331e-34,-9.684250575284241560e+26,-9.686467971088883100e+26,-2.217395804641540367e+23
7.600000000000000000e+02,-6.746999999999999886e+00,9.647055538833757440e+26,9.649264439516944519e+26,2.208900683187079159e+23,9.647055538950386761e+26,9.649264439633572466e+26,2.208900683185704770e+23,2.254974030375756811e-30,2.255145198531233613e-30,1.711681554768015343e-34,-9.647055538950373017e+26,-9.649264439633580712e+26,-2.208900683207695003e+23
7.610000000000000000e+02,-6.743999999999999773e+00,9.609908318786656676e+26,9.612108735297177650e+26,2.200416510520973276e+23,9.609908318903243392e+26,9.612108735413805597e+26,2.200416510562204962e+23,2.258403176148416895e-30,2.258595316988169506e-30,1.921408397526112627e-34,-9.609908318903273628e+26,-9.612108735413813843e+26,-2.200416510540214729e+23
7.620000000000000000e+02,-6.740999999999999659e+00,9.572808976755622269e+26,9.575000920056469808e+26,2.191943300847538557e+23,9.572808976872239221e+26,9.575000920173089508e+26,2.191943300850287336e+23,2.261885334150185964e-30,2.262101017225779080e-30,2.156830755931160417e-34,-9.572808976872236472e+26,-9.575000920173108750e+26,-2.191943300872277569e+23
7.630000000000000000e+02,-6.737999999999999545e+00,9.535757574710011917e+26,9.537941055778486088e+26,2.183481068474170060e+23,9.535757574826707210e+26,9.537941055895116783e+26,2.183481068409573752e+23,2.265427052963418901e-30,2.265669162624790895e-30,2.421096613719942118e-34,-9.535757574826621998e+26,-9.537941055895125030e+26,-2.183481068503032241e+23
7.640000000000000000e+02,-6.734999999999999432e+00,9.498754174860828489e+26,9.500929204688598599e+26,2.175029827770110370e+23,9.498754174977521032e+26,9.500929204805219675e+26,2.175029827698642114e+23,2.269035690114589678e-30,2.269307464073775481e-30,2.717739591858022694e-34,-9.498754174977446815e+26,-9.500929204805233418e+26,-2.175029827786603045e+23
7.650000000000000000e+02,-6.731999999999999318e+00,9.461798839662340425e+26,9.463965429255464268e+26,2.166589593123843526e+23,9.461798839778920268e+26,9.463965429372085343e+26,2.166589593165075212e+23,2.272719512002876445e-30,2.273024584621586717e-30,3.050726187102714687e-34,-9.461798839778966997e+26,-9.463965429372099087e+26,-2.166589593132089863e+23
7.660000000000000000e+02,-6.729000000000000092e+00,9.424891631813622429e+26,9.427049792192627371e+26,2.158160379004942549e+23,9.424891631930280612e+26,9.427049792309251195e+26,2.158160378970582811e+23,2.276487806172891985e-30,2.276830257052553134e-30,3.424508796611481350e-34,-9.424891631930217390e+26,-9.427049792309264939e+26,-2.158160379047548625e+23
7.670000000000000000e+02,-6.725999999999999979e+00,9.388032614260112653e+26,9.390182356460079472e+26,2.149742199966818223e+23,9.388032614376740601e+26,9.390182356576699172e+26,2.149742199958571886e+23,2.280351007456430467e-30,2.280735415980158612e-30,3.844085237281455729e-34,-9.388032614376726857e+26,-9.390182356576712916e+26,-2.149742199986059676e+23
7.680000000000000000e+02,-6.722999999999999865e+00,9.351221850195384286e+26,9.353363185265949916e+26,2.141335070565630109e+23,9.351221850311939391e+26,9.353363185382570992e+26,2.141335070631600807e+23,2.284320839696451323e-30,2.284752346251981191e-30,4.315065555298678202e-34,-9.351221850311991618e+26,-9.353363185382584735e+26,-2.141335070593117900e+23
7.690000000000000000e+02,-6.719999999999999751e+00,9.314459403062631265e+26,9.316592342068098754e+26,2.132939005467488934e+23,9.314459403179116275e+26,9.316592342184718455e+26,2.132939005602179108e+23,2.288410474978190060e-30,2.288894849680064898e-30,4.843747018748381995e-34,-9.314459403179239970e+26,-9.316592342184737696e+26,-2.132939005497725503e+23
7.700000000000000000e+02,-6.717000000000000526e+00,9.277745336556415127e+26,9.279869890575792115e+26,2.124554019376988328e+23,9.277745336672957862e+26,9.279869890692418688e+26,2.124554019460826089e+23,2.292634712530019541e-30,2.293178432359575696e-30,5.437198295561550040e-34,-9.277745336673021083e+26,-9.279869890692426934e+26,-2.124554019405850508e+23
7.710000000000000000e+02,-6.714000000000000412e+00,9.241079714624273044e+26,9.243195894751314372e+26,2.116180127041327999e+23,9.241079714740741562e+26,9.243195894867935447e+26,2.116180127193885238e+23,2.297010179723884582e-30,2.297620515118054992e-30,6.103353941704098392e-34,-9.241079714740887248e+26,-9.243195894867949191e+26,-2.116180127061943842e+23
7.720000000000000000e+02,-6.711000000000000298e+00,9.204462601468466049e+26,9.206570418811738353e+26,2.107817343272303964e+23,9.204462601584919449e+26,9.206570418928366300e+26,2.107817343446851435e+23,2.301555557905245232e-30,2.302240669951473252e-30,6.851120462280196711e-34,-9.204462601585070632e+26,-9.206570418928374547e+26,-2.107817343303914923e+23
7.730000000000000000e+02,-6.708000000000000185e+00,9.167894061547559580e+26,9.169993527230552618e+26,2.099465682993037789e+23,9.167894061664162788e+26,9.169993527347181939e+26,2.099465683019151190e+23,2.306291836119714664e-30,2.307060885656025339e-30,7.690495363106755550e-34,-9.167894061664182030e+26,-9.169993527347195683e+26,-2.099465683013653632e+23
7.740000000000000000e+02,-6.705000000000000071e+00,9.131374159578321514e+26,9.133465284739413805e+26,2.091125161092291305e+23,9.131374159694879367e+26,9.133465284856040378e+26,2.091125161161010782e+23,2.311242596182462737e-30,2.312105866260816148e-30,8.632700783534116643e-34,-9.131374159694920599e+26,-9.133465284856048624e+26,-2.091125161128025433e+23
7.750000000000000000e+02,-6.701999999999999957e+00,9.094902960537247738e+26,9.096985756329852249e+26,2.082795792604511632e+23,9.094902960653720379e+26,9.096985756446480197e+26,2.082795792759817650e+23,2.316434332962145574e-30,2.317403366311778695e-30,9.690333496331212366e-34,-9.094902960653833079e+26,-9.096985756446488443e+26,-2.082795792655364045e+23
7.760000000000000000e+02,-6.698999999999999844e+00,9.058480529662449189e+26,9.060555007255040823e+26,2.074477592591633681e+23,9.058480529779053771e+26,9.060555007371668770e+26,2.074477592614998303e+23,2.321896814229392708e-30,2.322984567557310221e-30,1.087753327917513136e-33,-9.058480529779040028e+26,-9.060555007371677016e+26,-2.074477592636988536e+23
7.770000000000000000e+02,-6.695999999999999730e+00,9.022106932455338227e+26,9.024173103031544529e+26,2.066170576206302072e+23,9.022106932571854848e+26,9.024173103148172476e+26,2.066170576317627624e+23,2.327663484957263440e-30,2.328884502148013615e-30,1.221017190750174882e-33,-9.022106932571934563e+26,-9.024173103148180722e+26,-2.066170576246159369e+23
7.780000000000000000e+02,-6.692999999999999616e+00,8.985782234682510174e+26,8.987840109441101715e+26,2.057874758591540699e+23,8.985782234799048786e+26,8.987840109557726914e+26,2.057874758678127239e+23,2.333771921564789016e-30,2.335142528094236048e-30,1.370606529447032224e-33,-8.985782234799123003e+26,-8.987840109557735160e+26,-2.057874758612156542e+23
7.790000000000000000e+02,-6.689999999999999503e+00,8.949506502377442064e+26,8.951556092532427270e+26,2.049590154985206333e+23,8.949506502493983424e+26,8.951556092649051094e+26,2.049590155067669705e+23,2.340264342273067248e-30,2.341802863434310692e-30,1.538521161243444340e-33,-8.949506502494019158e+26,-8.951556092649059340e+26,-2.049590155040181914e+23
7.800000000000000000e+02,-6.686999999999999389e+00,8.913279801842253228e+26,8.915321118623021320e+26,2.041316780768092257e+23,8.913279801958826200e+26,8.915321118739650642e+26,2.041316780824442228e+23,2.347188180505470603e-30,2.348915186363270794e-30,1.727005857800191244e-33,-8.913279801958845441e+26,-8.915321118739658888e+26,-2.041316780813447112e+23
7.810000000000000000e+02,-6.684000000000000163e+00,8.877102199649717408e+26,8.879135254301012287e+26,2.033054651294878353e+23,8.877102199766345355e+26,8.879135254417631987e+26,2.033054651286632016e+23,2.354596729119781735e-30,2.356535309466992722e-30,1.938580347210987151e-33,-8.877102199766320616e+26,-8.879135254417645731e+26,-2.033054651325114923e+23
7.820000000000000000e+02,-6.681000000000000050e+00,8.840973762645012352e+26,8.842998566426965582e+26,2.024803781953229853e+23,8.840973762761548215e+26,8.842998566543593529e+26,2.024803782045313951e+23,2.362549864222103138e-30,2.364725937212503027e-30,2.176072990399889027e-33,-8.840973762761605939e+26,-8.842998566543607273e+26,-2.024803782001333486e+23
7.830000000000000000e+02,-6.677999999999999936e+00,8.804894557947527134e+26,8.806911122135807754e+26,2.016564188280620445e+23,8.804894558064111101e+26,8.806911122252428829e+26,2.016564188317728962e+23,2.371114858393246599e-30,2.373557516975117041e-30,2.442658581870441755e-33,-8.804894558064108352e+26,-8.806911122252442573e+26,-2.016564188334221636e+23
7.840000000000000000e+02,-6.674999999999999822e+00,8.768864652952813790e+26,8.770872988838680541e+26,2.008335885866750622e+23,8.768864653069423870e+26,8.770872988955305739e+26,2.008335885881868907e+23,2.380367294372702820e-30,2.383109195152606010e-30,2.741900779903190099e-33,-8.768864653069399131e+26,-8.770872988955319483e+26,-2.008335885920351814e+23
7.850000000000000000e+02,-6.672000000000000597e+00,8.732884115334499094e+26,8.734884234224855391e+26,2.000118890356296458e+23,8.732884115451129790e+26,8.734884234341480589e+26,2.000118890350798900e+23,2.390392091609671409e-30,2.393469891342781222e-30,3.077799733109813196e-33,-8.732884115451099554e+26,-8.734884234341494333e+26,-2.000118890394779365e+23
7.860000000000000000e+02,-6.669000000000000483e+00,8.696953013046215574e+26,8.698944926263606759e+26,1.991913217391185248e+23,8.696953013162752811e+26,8.698944926380233332e+26,1.991913217480520567e+23,2.401284659623589615e-30,2.404739505163290805e-30,3.454845539701189900e-33,-8.696953013162810536e+26,-8.698944926380247076e+26,-1.991913217436540102e+23
7.870000000000000000e+02,-6.666000000000000369e+00,8.661071414323456936e+26,8.663055133206235207e+26,1.983718882778271030e+23,8.661071414440083509e+26,8.663055133322857657e+26,1.983718882774147861e+23,2.413152193838883338e-30,2.417030272092595261e-30,3.878078253711922862e-33,-8.661071414440058770e+26,-8.663055133322876898e+26,-1.983718882818128326e+23
7.880000000000000000e+02,-6.663000000000000256e+00,8.625239387685620412e+26,8.627214923587968184e+26,1.975535902347772465e+23,8.625239387802256605e+26,8.627214923704596131e+26,1.975535902339526128e+23,2.426115131493742889e-30,2.430468286733688687e-30,4.353155239945798451e-33,-8.625239387802231866e+26,-8.627214923704609875e+26,-1.975535902378009035e+23
7.890000000000000000e+02,-6.660000000000000142e+00,8.589457001937952891e+26,8.591424366229951518e+26,1.967364291998627691e+23,8.589457002054653680e+26,8.591424366346575342e+26,1.967364291921661877e+23,2.440308787396803791e-30,2.445195214174308700e-30,4.886426777504908891e-33,-8.589457002054562971e+26,-8.591424366346589086e+26,-1.967364292026115482e+23
7.900000000000000000e+02,-6.657000000000000028e+00,8.553724326173560278e+26,8.555683530241247777e+26,1.959204067687499206e+23,8.553724326290200594e+26,8.555683530357872975e+26,1.959204067672380922e+23,2.455885191748287712e-30,2.461370212670303535e-30,5.485020922015822943e-33,-8.553724326290175855e+26,-8.555683530357886719e+26,-1.959204067710863829e+23
7.910000000000000000e+02,-6.653999999999999915e+00,8.518041429775398985e+26,8.519992485020857996e+26,1.951055245459010439e+23,8.518041429892028307e+26,8.519992485137485943e+26,1.951055245457636050e+23,2.473015154986550166e-30,2.479172093746859927e-30,6.156938760309761457e-33,-8.518041429892003568e+26,-8.519992485137494189e+26,-1.951055245490621398e+23
7.920000000000000000e+02,-6.650999999999999801e+00,8.482408382418338890e+26,8.484351300259750276e+26,1.942917841411386009e+23,8.482408382534990202e+26,8.484351300376375474e+26,1.942917841385272608e+23,2.491890587704415582e-30,2.498801749034571719e-30,6.911161330156137586e-33,-8.482408382534937975e+26,-8.484351300376389218e+26,-1.942917841451243306e+23
7.930000000000000000e+02,-6.647999999999999687e+00,8.446825254071198806e+26,8.448760045942922745e+26,1.934791871723939520e+23,8.446825254187795142e+26,8.448760046059545195e+26,1.934791871750052921e+23,2.512727107143970754e-30,2.520484876777445016e-30,7.757769633474261644e-33,-8.446825254187803388e+26,-8.448760046059558939e+26,-1.934791871755550479e+23
7.940000000000000000e+02,-6.644999999999999574e+00,8.411292114998835553e+26,8.413218792351481632e+26,1.926677352646078439e+23,8.411292115115426392e+26,8.413218792468108205e+26,1.926677352681812567e+23,2.535766965670763722e-30,2.544475045017099737e-30,8.708079346336014492e-33,-8.411292115115440136e+26,-8.413218792468121948e+26,-1.926677352681812567e+23
7.950000000000000000e+02,-6.641999999999999460e+00,8.375809035764271518e+26,8.377727610064731714e+26,1.918574300460195586e+23,8.375809035880900840e+26,8.377727610181354163e+26,1.918574300453323638e+23,2.561282341001404417e-30,2.571057133026803880e-30,9.774792025399463028e-33,-8.375809035880859608e+26,-8.377727610181373405e+26,-1.918574300513796778e+23
7.960000000000000000e+02,-6.638999999999999346e+00,8.340376087230709503e+26,8.342286569962312118e+26,1.910482731602615405e+23,8.340376087347358066e+26,8.342286570078937317e+26,1.910482731579250783e+23,2.589579032871852487e-30,2.600551197702608852e-30,1.097216483075636448e-32,-8.340376087347327829e+26,-8.342286570078951061e+26,-1.910482731623231248e+23
7.970000000000000000e+02,-6.636000000000000121e+00,8.304993340563821087e+26,8.306895743226318380e+26,1.902402662497292837e+23,8.304993340680369320e+26,8.306895743342943579e+26,1.902402662574258651e+23,2.621000616353852697e-30,2.633316817386357331e-30,1.231620103250463423e-32,-8.304993340680432542e+26,-8.306895743342951825e+26,-1.902402662519283070e+23
7.980000000000000000e+02,-6.633000000000000007e+00,8.269660867233810962e+26,8.271555201343454736e+26,1.894334109643774246e+23,8.269660867350532367e+26,8.271555201460078560e+26,1.894334109546192589e+23,2.655933108229123539e-30,2.669757972075135421e-30,1.382486384601188114e-32,-8.269660867350414170e+26,-8.271555201460097801e+26,-1.894334109683631543e+23
7.990000000000000000e+02,-6.629999999999999893e+00,8.234378739017581589e+26,8.236265016107262008e+26,1.886277089680419340e+23,8.234378739134197167e+26,8.236265016223888581e+26,1.886277089691414456e+23,2.694810209799133874e-30,2.710328526251402616e-30,1.551831645226874269e-32,-8.234378739134188920e+26,-8.236265016223902325e+26,-1.886277089713404688e+23
8.000000000000000000e+02,-6.626999999999999780e+00,8.199147028001033934e+26,8.201025259620279522e+26,1.878231619245587825e+23,8.199147028117567048e+26,8.201025259736904720e+26,1.878231619337671923e+23,2.738119197337359714e-30,2.755538388747135523e-30,1.741919140977580905e-32,-8.199147028117641265e+26,-8.201025259736918464e+26,-1.878231619277198784e+23
8.010000000000000000e+02,-6.624000000000000554e+00,8.163965806581188146e+26,8.165836004296301850e+26,1.870197715113703973e+23,8.163965806697919172e+26,8.165836004412929797e+26,1.870197715010624757e+23,2.786407540187079920e-30,2.805960433243712687e-30,1.955289305663276697e-32,-8.163965806697784482e+26,-8.165836004412938043e+26,-1.870197715153561269e+23
8.020000000000000000e+02,-6.621000000000000441e+00,8.128835147468503528e+26,8.130697322862584710e+26,1.862175394081182287e+23,8.128835147585154840e+26,8.130697322979204411e+26,1.862175394049571328e+23,2.840290336390503669e-30,2.862238273332963714e-30,2.194793694246004571e-32,-8.128835147585119106e+26,-8.130697322979223653e+26,-1.862175394104546909e+23
8.030000000000000000e+02,-6.618000000000000327e+00,8.093755123689133912e+26,8.095609288362182803e+26,1.854164673048890877e+23,8.093755123805801716e+26,8.095609288478803878e+26,1.854164673002161633e+23,2.900458666838590021e-30,2.925094997662504038e-30,2.463633082391401676e-32,-8.093755123805749490e+26,-8.095609288478823119e+26,-1.854164673073629889e+23
8.040000000000000000e+02,-6.615000000000000213e+00,8.058725808587218763e+26,8.060571974156192810e+26,1.846165568974047821e+23,8.058725808703816473e+26,8.060571974272815260e+26,1.846165568998786833e+23,2.967688981406123822e-30,2.995342983719384444e-30,2.765400231326062205e-32,-8.058725808703841212e+26,-8.060571974272834501e+26,-1.846165568993289275e+23
8.050000000000000000e+02,-6.612000000000000099e+00,8.023747275827218268e+26,8.025585453926106357e+26,1.838178098888088234e+23,8.023747275943718397e+26,8.025585454042734304e+26,1.838178099015906461e+23,3.042853644552805417e-30,3.073894923444801763e-30,3.104127889199634624e-32,-8.023747275943831097e+26,-8.025585454042748048e+26,-1.838178098916950414e+23
8.060000000000000000e+02,-6.608999999999999986e+00,7.988819599396211319e+26,7.990649801676131348e+26,1.830202279920028887e+23,7.988819599512733438e+26,7.990649801792752423e+26,1.830202280018984934e+23,3.126932783618807494e-30,3.161776210319994578e-30,3.484342670118708353e-32,-7.988819599512818650e+26,-7.990649801792771664e+26,-1.830202279953014236e+23
8.070000000000000000e+02,-6.605999999999999872e+00,7.953942853606284195e+26,7.955765091735572417e+26,1.822238129288221871e+23,7.953942853722839300e+26,7.955765091852197615e+26,1.822238129358315738e+23,3.221027600736184437e-30,3.260138856041254513e-30,3.911125530507007669e-32,-7.953942853722891526e+26,-7.955765091852205862e+26,-1.822238129314335272e+23
8.080000000000000000e+02,-6.602999999999999758e+00,7.919117113096986602e+26,7.920931398761216863e+26,1.814285664230260731e+23,7.919117113213657156e+26,7.920931398877843436e+26,1.814285664186280266e+23,3.326375329156105910e-30,3.370277125661621712e-30,4.390179650551580150e-32,-7.919117113213599431e+26,-7.920931398877851682e+26,-1.814285664252250963e+23
8.090000000000000000e+02,-6.599999999999999645e+00,7.884342452837662636e+26,7.886148797739757701e+26,1.806344902095064562e+23,7.884342452954243854e+26,7.886148797856382899e+26,1.806344902139045028e+23,3.444366037126030793e-30,3.493645103399973631e-30,4.927906627394283867e-32,-7.884342452954252100e+26,-7.886148797856396643e+26,-1.806344902144542586e+23
8.100000000000000000e+02,-6.596999999999999531e+00,7.849618948129917810e+26,7.851417363990233201e+26,1.798415860315390225e+23,7.849618948246357466e+26,7.851417364106858399e+26,1.798415860500932812e+23,3.576561507544024155e-30,3.631876427521208385e-30,5.531491997718423052e-32,-7.849618948246503151e+26,-7.851417364106866645e+26,-1.798415860363493858e+23
8.110000000000000000e+02,-6.593999999999999417e+00,7.814946674610072343e+26,7.816737173166492545e+26,1.790498556420201843e+23,7.814946674726700290e+26,7.816737173283113620e+26,1.790498556413329896e+23,3.724716449810245423e-30,3.786806462130036894e-30,6.209001231979147057e-32,-7.814946674726670054e+26,-7.816737173283132862e+26,-1.790498556462807919e+23
8.120000000000000000e+02,-6.590999999999999304e+00,7.780325708251736763e+26,7.782108301259691719e+26,1.782593007954956219e+23,7.780325708368392198e+26,7.782108301376311420e+26,1.782593007919222091e+23,3.890802331971138790e-30,3.960497206794684985e-30,6.969487482354619527e-32,-7.780325708368334473e+26,-7.782108301376330661e+26,-1.782593007996187905e+23
8.130000000000000000e+02,-6.588000000000000078e+00,7.745756125368196474e+26,7.747530824600821013e+26,1.774699232624539337e+23,7.745756125484752953e+26,7.747530824717440714e+26,1.774699232687761255e+23,4.077034156840153049e-30,4.155265282074709017e-30,7.823112523455596811e-32,-7.745756125484794184e+26,-7.747530824717459955e+26,-1.774699232665771023e+23
8.140000000000000000e+02,-6.584999999999999964e+00,7.711238002615083569e+26,7.713004819863213283e+26,1.766817248129714015e+23,7.711238002731633176e+26,7.713004819979834358e+26,1.766817248201182271e+23,4.285900545763434425e-30,4.373713370773829094e-30,8.781282501039466981e-32,-7.711238002731674407e+26,-7.713004819979853599e+26,-1.766817248179192039e+23
8.150000000000000000e+02,-6.581999999999999851e+00,7.676771416992847983e+26,7.678530364065178656e+26,1.758947072330672258e+23,7.676771417109305506e+26,7.678530364181807977e+26,1.758947072502470950e+23,4.520197538622656174e-30,4.618765541638606362e-30,9.856800301595018751e-32,-7.676771417109456689e+26,-7.678530364181816224e+26,-1.758947072359534439e+23
8.160000000000000000e+02,-6.578999999999999737e+00,7.642356445849463667e+26,7.644107534572560894e+26,1.751088723097226796e+23,7.642356445966027018e+26,7.644107534689188841e+26,1.751088723161823104e+23,4.783066569140576262e-30,4.893706934918606429e-30,1.106403657780301673e-31,-7.642356445966062752e+26,-7.644107534689202585e+26,-1.751088723139832872e+23
8.170000000000000000e+02,-6.576000000000000512e+00,7.607993166882901110e+26,7.609736409101381720e+26,1.743242218480609777e+23,7.607993166999512565e+26,7.609736409218009667e+26,1.743242218497102452e+23,5.078037131262966870e-30,5.202228348400813174e-30,1.241912171378463039e-31,-7.607993166999498821e+26,-7.609736409218012416e+26,-1.743242218513595126e+23
8.180000000000000000e+02,-6.573000000000000398e+00,7.573681658143973707e+26,7.575417065720464528e+26,1.735407576490821665e+23,7.573681658260541181e+26,7.575417065837092476e+26,1.735407576551294805e+23,5.409074716103938360e-30,5.548476329042411449e-30,1.394016129384730887e-31,-7.573681658260565920e+26,-7.575417065837100722e+26,-1.735407576534802131e+23
8.190000000000000000e+02,-6.570000000000000284e+00,7.539421998038858382e+26,7.541149582854174915e+26,1.727584815316533563e+23,7.539421998155451969e+26,7.541149582970797365e+26,1.727584815345395743e+23,5.780634670525604770e-30,5.937109450045773778e-30,1.564747795201690074e-31,-7.539421998155449220e+26,-7.541149582970811109e+26,-1.727584815361888417e+23
8.200000000000000000e+02,-6.567000000000000171e+00,7.505214265331885604e+26,7.506934039285093868e+26,1.719773953208264100e+23,7.505214265448530043e+26,7.506934039401716317e+26,1.719773953186273868e+23,6.197722708849489184e-30,6.373361537171876153e-30,1.756388283223869691e-31,-7.505214265448466821e+26,-7.506934039401730061e+26,-1.719773953263239682e+23
8.210000000000000000e+02,-6.564000000000000057e+00,7.471058539148285415e+26,7.472770514156769292e+26,1.711975008483876998e+23,7.471058539264777297e+26,7.472770514273399988e+26,1.711975008622690341e+23,6.665962899558727487e-30,6.863112702400465870e-30,1.971498028417383832e-31,-7.471058539264879002e+26,-7.472770514273408234e+26,-1.711975008529231852e+23
8.220000000000000000e+02,-6.560999999999999943e+00,7.436954898976944457e+26,7.438659086976486782e+26,1.704187999542324956e+23,7.436954899093540793e+26,7.438659087093117478e+26,1.704187999576684694e+23,7.191674050374124299e-30,7.412969149008718230e-30,2.212950986345939304e-31,-7.436954899093538044e+26,-7.438659087093125724e+26,-1.704187999587679810e+23
8.230000000000000000e+02,-6.557999999999999829e+00,7.402903424673172615e+26,7.404599837618069250e+26,1.696412944896635007e+23,7.402903424789810183e+26,7.404599837734693074e+26,1.696412944882891112e+23,7.781955529152265464e-30,8.030352831185555051e-30,2.483973020332895870e-31,-7.402903424789768952e+26,-7.404599837734706818e+26,-1.696412944937866693e+23
8.240000000000000000e+02,-6.554999999999999716e+00,7.368904196461576871e+26,7.370592846324715045e+26,1.688649863138174388e+23,7.368904196578164961e+26,7.370592846441342992e+26,1.688649863178031685e+23,8.444783686209630608e-30,8.723602185044903081e-30,2.788184988352724733e-31,-7.368904196578178705e+26,-7.370592846441351239e+26,-1.688649863172534127e+23
8.250000000000000000e+02,-6.551999999999999602e+00,7.334957294938933770e+26,7.336638193711852554e+26,1.680898772918783474e+23,7.334957295055424279e+26,7.336638193828479127e+26,1.680898773054848038e+23,9.189120187662941273e-30,9.502085298162666073e-30,3.129651104997248003e-31,-7.334957295055531481e+26,-7.336638193828487373e+26,-1.680898772955891992e+23
8.260000000000000000e+02,-6.548999999999999488e+00,7.301062801077020672e+26,7.302735960770042916e+26,1.673159693022244037e+23,7.301062801193505683e+26,7.302735960886666740e+26,1.673159693161057380e+23,1.002503373114976344e-29,1.037632705357814612e-29,3.512933224283826748e-31,-7.301062801193618383e+26,-7.302735960886674987e+26,-1.673159693056603775e+23
8.270000000000000000e+02,-6.545999999999999375e+00,7.267220796225599544e+26,7.268886228867895103e+26,1.665432642295559765e+23,7.267220796342316826e+26,7.268886228984516179e+26,1.665432642199352498e+23,1.096383679705002534e-29,1.135815197386260575e-29,3.943151768125804086e-31,-7.267220796342193131e+26,-7.268886228984535420e+26,-1.665432642342289010e+23
8.280000000000000000e+02,-6.543000000000000149e+00,7.233431362115358156e+26,7.235089079755042846e+26,1.657717639684690396e+23,7.233431362231866531e+26,7.235089079871673542e+26,1.657717639807011064e+23,1.201823929253865854e-29,1.246084470393923156e-29,4.426054114005730243e-31,-7.233431362231951743e+26,-7.235089079871681788e+26,-1.657717639730045250e+23
8.290000000000000000e+02,-6.540000000000000036e+00,7.199694580860884262e+26,7.201344595565091326e+26,1.650014704207063920e+23,7.199694580977498465e+26,7.201344595681712401e+26,1.650014704213935868e+23,1.320252117523530297e-29,1.369933031073459841e-29,4.968091354992954382e-31,-7.199694580977484721e+26,-7.201344595681726145e+26,-1.650014704241423659e+23
